incident_id,created_date,resolved_date,status,priority,resolution_time,category_id,service_id,client_id
22905,2024-04-02 10:21:06,,In Progress,Low,,1,2,63
22906,2024-01-28 13:25:31,2024-02-03 20:25:31,Resolved,Low,543600.0,4,2,88
22907,2024-08-03 16:45:50,2024-08-08 15:45:50,Closed,Low,428400.0,1,2,56
22908,2024-03-31 13:28:04,2024-04-02 11:28:04,Closed,Medium,165600.0,2,5,58
22909,2024-04-25 23:37:04,,In Progress,Low,,3,4,52
22910,2024-02-06 03:54:28,2024-02-07 05:54:28,Closed,Medium,93600.0,1,2,11
22911,2024-03-21 12:22:38,,In Progress,Low,,4,1,37
22912,2024-08-13 07:00:57,,In Progress,Medium,,4,4,55
22913,2024-07-05 00:07:03,,In Progress,Medium,,2,3,83
22914,2024-03-02 20:42:44,2024-03-02 21:42:44,Resolved,Critical,3600.0,1,4,27
22915,2024-08-17 15:38:14,,In Progress,Low,,1,1,51
22916,2024-03-23 19:55:01,2024-03-23 21:55:01,Resolved,Critical,7200.0,2,5,74
22917,2024-08-09 01:03:05,,In Progress,Medium,,3,2,39
22918,2024-10-15 07:39:36,,Open,Critical,,2,1,27
22919,2024-08-11 19:06:21,,Open,High,,3,3,75
22920,2024-08-12 14:44:51,,Open,Low,,1,3,53
22921,2024-01-12 11:36:06,,In Progress,Low,,2,2,23
22922,2024-09-29 22:27:47,,In Progress,Medium,,1,5,33
22923,2024-03-25 18:06:56,,In Progress,High,,2,3,32
22924,2024-08-05 09:58:50,2024-08-06 09:58:50,Closed,High,86400.0,1,4,99
22925,2024-10-18 02:28:54,2024-10-18 12:28:54,Resolved,High,36000.0,3,4,9
22926,2024-08-30 09:21:21,,Open,Low,,3,5,36
22927,2024-02-18 14:46:58,,In Progress,Low,,4,5,36
22928,2024-07-05 13:39:11,2024-07-08 08:39:11,Resolved,Medium,241200.0,4,5,80
22929,2024-08-04 16:28:26,2024-08-10 08:28:26,Resolved,Low,489600.0,2,1,78
22930,2024-02-10 11:20:51,2024-02-10 13:20:51,Closed,Critical,7200.0,3,2,4
22931,2024-09-26 09:08:53,,In Progress,Critical,,2,1,20
22932,2024-03-02 21:52:54,2024-03-03 14:52:54,Closed,Medium,61200.0,4,5,51
22933,2024-05-27 13:04:19,,In Progress,Medium,,1,5,63
22934,2024-10-11 17:49:33,2024-10-11 21:49:33,Closed,Critical,14400.0,1,5,59
22935,2024-01-18 20:14:39,2024-01-20 13:14:39,Resolved,Medium,147600.0,3,3,3
22936,2024-07-04 16:59:51,2024-07-04 18:59:51,Closed,Critical,7200.0,4,3,8
22937,2024-06-25 16:20:32,2024-07-02 04:20:32,Closed,Low,561600.0,1,1,42
22938,2024-09-08 19:41:59,2024-09-09 05:41:59,Resolved,High,36000.0,3,3,25
22939,2024-03-28 19:17:09,2024-03-28 20:17:09,Closed,Critical,3600.0,4,5,81
22940,2024-08-12 04:38:21,2024-08-12 16:38:21,Closed,High,43200.0,2,5,22
22941,2024-10-03 09:16:27,2024-10-03 11:16:27,Resolved,Medium,7200.0,3,3,99
22942,2024-05-10 06:44:52,,Open,Critical,,3,3,74
22943,2024-01-24 20:12:04,2024-01-29 06:12:04,Closed,Low,381600.0,1,2,79
22944,2024-07-20 13:29:45,2024-07-23 01:29:45,Closed,Medium,216000.0,4,5,38
22945,2024-10-21 16:48:19,2024-10-23 04:48:19,Closed,Low,129600.0,2,2,92
22946,2024-06-27 08:01:41,,In Progress,Medium,,4,4,55
22947,2024-10-08 21:39:16,2024-10-09 15:39:16,Resolved,High,64800.0,3,2,45
22948,2024-05-18 07:11:06,2024-05-18 09:11:06,Closed,Critical,7200.0,2,1,43
22949,2024-08-22 03:22:20,2024-08-24 03:22:20,Resolved,Medium,172800.0,4,1,18
22950,2024-04-24 05:25:42,,In Progress,Critical,,1,4,49
22951,2024-05-27 04:48:48,2024-06-01 04:48:48,Closed,Low,432000.0,2,4,96
22952,2024-03-23 03:56:43,,Open,High,,4,1,26
22953,2024-01-31 01:00:03,,In Progress,Medium,,3,5,56
22954,2024-03-04 12:09:21,2024-03-06 05:09:21,Closed,Low,147600.0,1,2,62
22955,2024-08-31 05:27:57,2024-09-01 11:27:57,Closed,Medium,108000.0,2,5,40
22956,2024-07-17 18:08:34,2024-07-17 23:08:34,Closed,Medium,18000.0,1,2,37
22957,2024-09-12 13:14:33,,In Progress,High,,1,1,1
22958,2024-08-16 12:47:47,2024-08-16 13:47:47,Closed,High,3600.0,3,4,27
22959,2024-10-13 17:14:40,,In Progress,Low,,1,3,81
22960,2024-01-01 16:24:15,2024-01-02 05:24:15,Closed,High,46800.0,1,1,43
22961,2024-08-14 13:07:45,,Open,Low,,2,1,23
22962,2024-10-11 21:22:56,,In Progress,Medium,,4,4,66
22963,2024-07-11 02:50:05,,Open,Low,,3,1,19
22964,2024-04-07 18:55:58,2024-04-07 22:55:58,Resolved,Critical,14400.0,3,5,47
22965,2024-04-11 06:38:23,,Open,Critical,,4,3,58
22966,2024-05-22 09:56:45,,Open,Critical,,1,4,34
22967,2024-10-16 16:39:37,,In Progress,High,,3,5,82
22968,2024-09-06 04:23:26,2024-09-11 02:23:26,Resolved,Low,424800.0,4,5,78
22969,2024-05-02 13:12:31,2024-05-09 00:12:31,Closed,Low,558000.0,3,5,66
22970,2024-09-25 20:48:58,,Open,Medium,,4,2,65
22971,2024-05-06 04:35:36,2024-05-06 07:35:36,Resolved,Critical,10800.0,4,5,80
22972,2024-03-22 01:41:59,2024-03-23 12:41:59,Resolved,Medium,126000.0,2,5,78
22973,2024-08-02 21:12:04,,In Progress,Low,,3,1,89
22974,2024-05-04 22:54:29,2024-05-05 13:54:29,Resolved,High,54000.0,1,1,15
22975,2024-08-13 19:31:01,,In Progress,High,,2,1,85
22976,2024-09-16 15:05:23,2024-09-18 09:05:23,Closed,Medium,151200.0,1,2,100
22977,2024-09-24 00:26:37,2024-09-24 08:26:37,Closed,High,28800.0,4,2,17
22978,2024-01-31 06:11:15,,In Progress,Medium,,3,3,60
22979,2024-05-01 20:11:52,,In Progress,Low,,1,2,95
22980,2024-03-13 00:35:18,2024-03-13 02:35:18,Resolved,Critical,7200.0,3,4,15
22981,2024-02-01 10:53:39,,In Progress,Low,,4,4,73
22982,2024-05-19 08:29:45,,Open,Medium,,2,2,52
22983,2024-10-08 21:56:01,2024-10-09 02:56:01,Closed,High,18000.0,1,2,69
22984,2024-01-12 19:46:55,2024-01-16 19:46:55,Resolved,Low,345600.0,2,5,29
22985,2024-07-16 12:08:12,,In Progress,High,,3,4,53
22986,2024-08-16 10:02:07,,Open,Critical,,4,5,34
22987,2024-07-15 13:14:40,2024-07-15 15:14:40,Resolved,Critical,7200.0,3,4,40
22988,2024-10-05 09:05:08,2024-10-05 10:05:08,Closed,Critical,3600.0,4,1,20
22989,2024-09-12 12:27:35,2024-09-14 21:27:35,Resolved,Medium,205200.0,2,2,7
22990,2024-10-24 18:33:44,2024-10-25 12:33:44,Resolved,High,64800.0,3,2,72
22991,2024-07-02 07:09:24,,In Progress,High,,3,1,49
22992,2024-07-13 13:50:45,,Open,Low,,1,2,66
22993,2024-03-25 16:22:32,2024-04-01 13:22:32,Closed,Low,594000.0,2,1,33
22994,2024-08-25 22:45:10,2024-08-26 02:45:10,Resolved,High,14400.0,1,4,51
22995,2024-04-15 21:21:03,,Open,Critical,,1,1,33
22996,2024-08-05 03:22:31,,Open,Low,,3,3,65
22997,2024-02-11 18:01:52,2024-02-12 16:01:52,Closed,High,79200.0,1,1,36
22998,2024-05-31 12:40:03,,In Progress,Critical,,1,1,53
22999,2024-08-10 23:05:01,,Open,Medium,,1,5,31
23000,2024-05-23 13:39:18,2024-05-23 20:39:18,Closed,High,25200.0,1,4,93
23001,2024-09-15 15:38:28,,Open,Low,,4,5,14
23002,2024-01-04 02:00:27,2024-01-06 23:00:27,Closed,Low,248400.0,4,1,18
23003,2024-02-28 21:50:06,2024-02-29 08:50:06,Resolved,High,39600.0,1,2,28
23004,2024-04-10 03:42:08,,In Progress,Low,,1,2,61
23005,2024-10-09 17:04:29,,Open,Medium,,2,2,93
23006,2024-08-12 12:34:07,,In Progress,Medium,,1,4,57
23007,2024-05-11 09:18:26,,Open,Critical,,3,5,14
23008,2024-05-26 10:06:46,,Open,Low,,4,5,36
23009,2024-09-17 07:41:33,2024-09-17 11:41:33,Closed,Medium,14400.0,4,2,100
23010,2024-08-22 08:25:33,2024-08-24 18:25:33,Closed,Medium,208800.0,1,4,27
23011,2024-03-17 03:59:35,2024-03-17 04:59:35,Resolved,Medium,3600.0,4,3,55
23012,2024-02-04 11:01:57,2024-02-04 13:01:57,Closed,Critical,7200.0,1,3,88
23013,2024-03-17 07:54:10,,In Progress,High,,2,2,90
23014,2024-08-09 23:23:26,2024-08-16 15:23:26,Resolved,Low,576000.0,3,2,10
23015,2024-10-11 03:01:43,2024-10-15 09:01:43,Closed,Low,367200.0,4,1,27
23016,2024-01-08 19:47:50,,In Progress,Medium,,1,2,81
23017,2024-01-04 13:53:17,2024-01-06 09:53:17,Resolved,Medium,158400.0,2,3,67
23018,2024-02-15 08:36:52,,In Progress,High,,1,5,82
23019,2024-04-17 07:49:26,2024-04-18 01:49:26,Resolved,High,64800.0,2,5,34
23020,2024-01-07 01:17:59,2024-01-07 04:17:59,Closed,Critical,10800.0,1,3,18
23021,2024-02-08 07:01:40,2024-02-13 02:01:40,Closed,Low,414000.0,3,4,95
23022,2024-05-21 08:44:25,2024-05-21 09:44:25,Resolved,Medium,3600.0,4,4,48
23023,2024-07-11 09:23:47,,In Progress,High,,4,5,61
23024,2024-03-10 18:18:18,,Open,Critical,,4,1,69
23025,2024-06-21 03:04:27,2024-06-22 06:04:27,Closed,Medium,97200.0,3,3,45
23026,2024-09-30 09:39:17,2024-10-01 01:39:17,Resolved,High,57600.0,2,1,11
23027,2024-10-11 19:17:35,2024-10-17 08:17:35,Resolved,Low,478800.0,1,5,2
23028,2024-08-27 22:45:02,2024-08-27 23:45:02,Resolved,Critical,3600.0,1,2,42
23029,2024-09-06 00:16:57,2024-09-09 00:16:57,Resolved,Medium,259200.0,4,3,91
23030,2024-02-27 20:30:16,,Open,Critical,,2,4,44
23031,2024-04-08 00:10:20,2024-04-08 04:10:20,Resolved,Critical,14400.0,1,2,50
23032,2024-10-31 17:24:18,,Open,Low,,3,2,51
23033,2024-07-24 20:50:36,,In Progress,Low,,1,5,80
23034,2024-09-24 15:02:17,2024-09-26 18:02:17,Closed,Low,183600.0,3,3,58
23035,2024-03-31 02:05:33,2024-03-31 03:05:33,Resolved,Critical,3600.0,4,5,6
23036,2024-01-13 03:32:00,,Open,Critical,,1,5,86
23037,2024-02-04 02:20:43,,Open,Medium,,3,5,53
23038,2024-07-13 00:43:04,2024-07-13 05:43:04,Resolved,High,18000.0,4,5,81
23039,2024-06-12 06:03:49,2024-06-13 14:03:49,Resolved,Medium,115200.0,2,5,69
23040,2024-04-29 05:13:52,,In Progress,Critical,,3,5,14
23041,2024-03-06 18:51:14,,In Progress,Medium,,3,2,44
23042,2024-02-27 05:57:49,,In Progress,Medium,,1,4,82
23043,2024-05-15 09:06:58,,Open,High,,4,3,42
23044,2024-06-29 19:58:29,2024-07-01 17:58:29,Closed,Medium,165600.0,1,2,19
23045,2024-08-20 08:46:48,,In Progress,High,,2,3,48
23046,2024-07-11 15:08:34,,In Progress,Low,,3,1,88
23047,2024-01-13 16:34:05,,In Progress,Low,,1,4,7
23048,2024-06-04 09:40:13,,In Progress,High,,2,3,60
23049,2024-03-12 17:01:36,,Open,Low,,1,4,46
23050,2024-05-23 19:20:05,2024-05-24 08:20:05,Closed,High,46800.0,3,3,99
23051,2024-05-25 19:56:55,2024-05-26 15:56:55,Resolved,High,72000.0,3,2,54
23052,2024-06-06 22:51:33,2024-06-12 21:51:33,Closed,Low,514800.0,4,5,19
23053,2024-10-08 15:11:37,,Open,Medium,,4,5,13
23054,2024-03-12 02:38:14,,In Progress,High,,4,4,4
23055,2024-09-16 23:32:24,2024-09-17 07:32:24,Closed,Medium,28800.0,4,3,28
23056,2024-04-30 10:20:58,2024-04-30 13:20:58,Closed,Critical,10800.0,4,1,81
23057,2024-04-26 15:01:33,2024-04-27 09:01:33,Closed,High,64800.0,2,4,72
23058,2024-04-23 06:34:08,,In Progress,High,,4,1,5
23059,2024-02-04 10:02:00,2024-02-06 15:02:00,Closed,Medium,190800.0,4,4,64
23060,2024-09-21 11:17:28,2024-09-23 05:17:28,Resolved,Medium,151200.0,2,5,51
23061,2024-01-24 19:55:27,,In Progress,Low,,1,4,51
23062,2024-07-21 21:32:47,2024-07-21 23:32:47,Resolved,Critical,7200.0,1,3,81
23063,2024-05-10 17:20:16,2024-05-10 20:20:16,Closed,Critical,10800.0,3,3,64
23064,2024-09-02 23:42:37,,In Progress,Critical,,4,3,5
23065,2024-01-15 12:22:19,,Open,High,,1,3,10
23066,2024-09-22 22:52:48,2024-09-24 20:52:48,Closed,Medium,165600.0,1,1,34
23067,2024-09-07 10:27:39,,Open,Critical,,1,1,64
23068,2024-01-26 10:08:24,2024-01-26 12:08:24,Resolved,Critical,7200.0,3,2,4
23069,2024-07-16 00:14:59,,Open,Medium,,3,3,82
23070,2024-09-24 19:58:08,2024-09-24 21:58:08,Closed,Critical,7200.0,1,4,50
23071,2024-07-28 14:02:03,2024-08-03 19:02:03,Resolved,Low,536400.0,4,4,36
23072,2024-08-21 20:00:37,2024-08-21 22:00:37,Closed,High,7200.0,4,1,21
23073,2024-08-01 02:21:34,2024-08-01 08:21:34,Closed,Medium,21600.0,3,4,24
23074,2024-03-27 07:43:47,2024-03-31 05:43:47,Closed,Low,338400.0,4,5,72
23075,2024-10-15 05:41:49,,Open,Medium,,2,1,49
23076,2024-08-27 01:15:41,2024-08-27 05:15:41,Closed,Critical,14400.0,2,4,24
23077,2024-08-18 02:02:35,,Open,Medium,,3,5,33
23078,2024-06-04 00:53:39,,In Progress,High,,3,2,4
23079,2024-07-30 15:43:18,2024-07-31 13:43:18,Resolved,High,79200.0,2,3,65
23080,2024-07-16 17:58:53,2024-07-16 19:58:53,Resolved,Critical,7200.0,1,5,93
23081,2024-03-15 08:47:24,,Open,Medium,,4,3,77
23082,2024-03-15 20:14:48,,In Progress,High,,1,1,96
23083,2024-01-12 22:27:46,2024-01-13 13:27:46,Closed,High,54000.0,4,3,18
23084,2024-02-02 02:22:22,2024-02-02 18:22:22,Resolved,High,57600.0,3,5,71
23085,2024-01-17 01:29:43,2024-01-17 02:29:43,Resolved,Critical,3600.0,1,1,87
23086,2024-01-14 20:47:18,,Open,Critical,,1,5,71
23087,2024-05-18 18:19:52,,Open,Critical,,4,5,42
23088,2024-06-10 13:09:11,,In Progress,High,,2,1,93
23089,2024-07-07 06:46:35,2024-07-09 05:46:35,Closed,Low,169200.0,4,2,55
23090,2024-10-03 11:14:07,,Open,High,,2,3,36
23091,2024-03-17 02:21:04,,In Progress,Medium,,2,5,50
23092,2024-03-19 11:52:04,,Open,Medium,,1,2,86
23093,2024-01-12 04:42:26,2024-01-13 17:42:26,Closed,Medium,133200.0,1,5,54
23094,2024-08-14 04:22:16,2024-08-15 01:22:16,Closed,High,75600.0,3,4,63
23095,2024-03-11 15:11:00,2024-03-13 09:11:00,Resolved,Medium,151200.0,3,5,32
23096,2024-09-22 05:18:29,2024-09-23 23:18:29,Resolved,Medium,151200.0,3,4,53
23097,2024-03-06 19:05:34,,Open,Critical,,4,1,3
23098,2024-10-12 17:10:24,,In Progress,Medium,,4,3,43
23099,2024-02-05 09:37:18,2024-02-08 22:37:18,Resolved,Low,306000.0,3,1,57
23100,2024-08-29 20:48:01,,Open,Critical,,4,4,44
23101,2024-08-06 07:44:11,2024-08-06 20:44:11,Closed,High,46800.0,3,5,27
23102,2024-08-02 01:55:36,,Open,Medium,,2,2,75
23103,2024-02-22 02:43:18,2024-02-23 15:43:18,Closed,Medium,133200.0,1,3,14
23104,2024-01-01 17:41:19,2024-01-01 19:41:19,Closed,Critical,7200.0,3,5,74
23105,2024-09-30 04:37:07,,Open,Low,,3,5,99
23106,2024-05-02 10:16:00,,Open,High,,4,1,68
23107,2024-07-11 10:16:57,,Open,High,,1,3,92
23108,2024-09-24 05:02:01,,In Progress,Low,,2,4,83
23109,2024-08-31 03:40:26,,Open,High,,2,2,87
23110,2024-03-09 12:50:59,2024-03-10 03:50:59,Resolved,High,54000.0,4,4,2
23111,2024-07-29 02:23:16,2024-07-29 04:23:16,Resolved,Critical,7200.0,2,1,87
23112,2024-07-23 20:18:01,,In Progress,Medium,,2,1,70
23113,2024-07-18 01:17:51,,In Progress,High,,3,5,16
23114,2024-06-12 19:37:35,2024-06-14 06:37:35,Closed,Medium,126000.0,2,1,3
23115,2024-05-31 01:48:16,2024-05-31 07:48:16,Resolved,High,21600.0,4,2,60
23116,2024-04-13 08:13:14,2024-04-13 13:13:14,Closed,Medium,18000.0,3,1,38
23117,2024-05-31 00:43:25,,In Progress,Critical,,3,4,85
23118,2024-01-13 07:38:19,2024-01-13 11:38:19,Closed,Critical,14400.0,4,1,48
23119,2024-06-01 09:24:57,2024-06-03 19:24:57,Resolved,Medium,208800.0,4,1,40
23120,2024-10-05 13:14:06,,Open,Low,,3,2,5
23121,2024-07-21 23:32:31,2024-07-28 12:32:31,Closed,Low,565200.0,3,3,90
23122,2024-08-27 04:55:32,,Open,Low,,4,5,29
23123,2024-02-10 20:19:41,,In Progress,High,,2,4,76
23124,2024-01-18 14:35:02,2024-01-21 14:35:02,Resolved,Low,259200.0,2,5,2
23125,2024-05-15 10:44:41,,Open,Medium,,3,1,43
23126,2024-08-21 11:53:14,,Open,Low,,1,2,12
23127,2024-09-14 03:30:59,,In Progress,High,,2,5,83
23128,2024-05-17 05:31:55,2024-05-18 14:31:55,Closed,Medium,118800.0,3,5,52
23129,2024-10-13 05:08:23,2024-10-13 08:08:23,Closed,Critical,10800.0,2,1,53
23130,2024-04-03 23:36:33,,In Progress,Low,,3,5,95
23131,2024-01-05 12:19:12,2024-01-05 19:19:12,Resolved,Medium,25200.0,2,1,78
23132,2024-04-12 21:09:19,2024-04-13 04:09:19,Closed,High,25200.0,3,1,93
23133,2024-09-01 09:47:36,2024-09-03 17:47:36,Closed,Low,201600.0,4,3,66
23134,2024-02-04 13:05:49,2024-02-04 16:05:49,Closed,Critical,10800.0,1,4,17
23135,2024-04-13 06:13:24,,In Progress,Critical,,4,5,55
23136,2024-06-10 12:05:00,,In Progress,Low,,1,1,32
23137,2024-08-17 23:51:05,2024-08-18 02:51:05,Resolved,High,10800.0,3,2,75
23138,2024-03-28 01:05:20,2024-03-30 04:05:20,Closed,Medium,183600.0,2,2,98
23139,2024-03-02 09:00:44,,Open,Critical,,4,3,45
23140,2024-04-03 14:02:02,,Open,Medium,,2,5,78
23141,2024-09-01 03:11:13,,Open,Low,,4,5,77
23142,2024-06-30 18:10:44,2024-06-30 19:10:44,Closed,Critical,3600.0,4,3,17
23143,2024-03-10 17:59:37,2024-03-11 08:59:37,Closed,High,54000.0,3,3,26
23144,2024-05-23 11:58:14,,Open,Medium,,2,4,84
23145,2024-04-18 21:21:42,2024-04-21 04:21:42,Resolved,Medium,198000.0,4,1,17
23146,2024-08-02 03:15:02,,Open,Critical,,4,5,51
23147,2024-01-13 13:03:39,,Open,Critical,,1,5,20
23148,2024-03-05 18:16:05,,In Progress,High,,3,2,25
23149,2024-05-03 03:51:50,2024-05-03 21:51:50,Closed,Medium,64800.0,1,2,38
23150,2024-03-19 19:31:01,2024-03-20 02:31:01,Closed,Low,25200.0,1,4,60
23151,2024-10-17 07:21:20,,In Progress,Medium,,4,5,25
23152,2024-08-07 17:52:33,,Open,Critical,,1,1,30
23153,2024-02-25 07:06:12,,In Progress,Critical,,4,1,80
23154,2024-02-27 02:16:49,,Open,Critical,,2,2,17
23155,2024-08-20 02:51:37,2024-08-20 03:51:37,Resolved,High,3600.0,2,1,56
23156,2024-09-15 17:02:24,,In Progress,Critical,,2,3,83
23157,2024-06-05 03:08:54,2024-06-05 16:08:54,Closed,High,46800.0,4,4,48
23158,2024-04-29 00:29:38,2024-04-29 12:29:38,Resolved,High,43200.0,4,3,29
23159,2024-01-07 08:41:49,2024-01-09 19:41:49,Closed,Medium,212400.0,2,2,80
23160,2024-01-19 14:05:40,2024-01-21 08:05:40,Resolved,Medium,151200.0,1,5,58
23161,2024-05-20 15:47:09,2024-05-20 18:47:09,Closed,High,10800.0,1,5,32
23162,2024-09-22 09:50:58,,Open,Low,,4,2,36
23163,2024-03-05 04:03:49,,In Progress,Critical,,2,2,23
23164,2024-04-12 06:23:32,,Open,Low,,3,2,73
23165,2024-06-08 02:45:11,,In Progress,Medium,,1,2,86
23166,2024-02-21 08:54:48,,Open,Critical,,1,5,19
23167,2024-04-14 16:55:38,2024-04-14 23:55:38,Resolved,High,25200.0,4,5,21
23168,2024-04-06 19:49:40,,Open,Critical,,1,4,94
23169,2024-03-19 13:55:52,,Open,High,,3,4,23
23170,2024-09-02 08:07:01,2024-09-02 12:07:01,Resolved,Critical,14400.0,3,3,38
23171,2024-08-24 03:56:12,2024-08-31 03:56:12,Resolved,Low,604800.0,1,3,31
23172,2024-06-03 20:25:10,2024-06-06 09:25:10,Resolved,Medium,219600.0,1,2,78
23173,2024-08-26 18:42:47,2024-08-28 19:42:47,Resolved,Low,176400.0,2,5,73
23174,2024-09-30 04:58:21,,Open,Medium,,4,1,9
23175,2024-06-06 13:52:07,,In Progress,Critical,,1,1,3
23176,2024-10-14 08:53:01,2024-10-14 10:53:01,Resolved,Low,7200.0,3,3,8
23177,2024-01-25 23:17:56,,Open,Medium,,2,1,47
23178,2024-01-22 08:38:13,2024-01-22 12:38:13,Closed,Critical,14400.0,4,4,45
23179,2024-10-11 16:32:54,2024-10-11 17:32:54,Closed,Critical,3600.0,2,2,84
23180,2024-08-01 07:40:15,,In Progress,Medium,,1,4,61
23181,2024-05-27 16:53:05,,Open,Critical,,3,4,91
23182,2024-07-04 11:44:53,,In Progress,Critical,,3,2,80
23183,2024-10-21 21:26:48,,In Progress,Medium,,3,1,82
23184,2024-09-25 12:05:28,,Open,High,,2,3,31
23185,2024-07-14 17:55:41,2024-07-15 04:55:41,Resolved,High,39600.0,1,5,1
23186,2024-06-19 04:37:45,2024-06-19 07:37:45,Closed,High,10800.0,4,5,51
23187,2024-10-02 18:06:36,,In Progress,Medium,,4,3,43
23188,2024-01-10 02:40:08,,In Progress,Medium,,3,3,74
23189,2024-03-31 03:41:57,,Open,Low,,1,4,86
23190,2024-01-04 09:23:50,,Open,Low,,2,2,71
23191,2024-07-22 03:47:28,2024-07-22 07:47:28,Closed,High,14400.0,2,4,38
23192,2024-01-07 19:18:05,,In Progress,Medium,,3,5,45
23193,2024-09-09 15:07:00,2024-09-09 17:07:00,Resolved,Critical,7200.0,1,1,69
23194,2024-07-07 07:30:58,,Open,High,,1,5,26
23195,2024-08-19 03:03:56,2024-08-20 19:03:56,Closed,Low,144000.0,1,1,86
23196,2024-01-22 15:23:29,2024-01-23 02:23:29,Resolved,High,39600.0,2,5,64
23197,2024-10-13 06:34:10,,Open,High,,4,4,5
23198,2024-10-28 08:28:20,2024-10-30 15:28:20,Closed,Low,198000.0,3,1,29
23199,2024-01-12 06:25:21,,In Progress,Medium,,2,3,35
23200,2024-05-28 21:40:10,2024-05-29 02:40:10,Resolved,High,18000.0,4,3,7
23201,2024-08-24 12:24:40,,Open,High,,2,4,38
23202,2024-09-14 08:59:06,2024-09-15 15:59:06,Closed,Low,111600.0,3,1,64
23203,2024-03-11 06:11:14,,Open,Low,,4,1,10
23204,2024-02-17 19:56:09,,In Progress,Medium,,4,5,44
23205,2024-04-12 15:22:26,2024-04-15 15:22:26,Resolved,Medium,259200.0,1,5,71
23206,2024-09-05 01:45:23,,In Progress,High,,2,4,48
23207,2024-04-29 22:05:09,,In Progress,Critical,,3,5,97
23208,2024-03-25 01:23:36,2024-03-26 07:23:36,Resolved,Low,108000.0,2,5,9
23209,2024-08-15 00:57:49,,Open,Low,,2,3,43
23210,2024-07-15 15:33:48,2024-07-15 21:33:48,Closed,High,21600.0,3,5,87
23211,2024-07-02 05:35:32,,Open,Medium,,4,2,6
23212,2024-01-11 18:53:24,,In Progress,Medium,,4,5,77
23213,2024-06-04 04:02:15,2024-06-05 15:02:15,Resolved,Medium,126000.0,4,2,66
23214,2024-08-06 07:32:23,,Open,Medium,,1,5,77
23215,2024-07-03 04:35:07,2024-07-03 06:35:07,Resolved,Critical,7200.0,4,2,22
23216,2024-01-15 23:18:27,2024-01-16 01:18:27,Resolved,Critical,7200.0,1,5,99
23217,2024-06-08 04:35:02,,Open,Low,,2,2,2
23218,2024-02-16 19:17:06,,In Progress,High,,4,1,51
23219,2024-02-03 02:34:50,,In Progress,Critical,,2,2,74
23220,2024-04-28 17:19:32,2024-04-28 23:19:32,Resolved,Medium,21600.0,2,3,62
23221,2024-07-22 11:36:02,2024-07-22 14:36:02,Resolved,Critical,10800.0,3,2,100
23222,2024-02-19 22:26:39,,In Progress,Critical,,3,4,91
23223,2024-06-19 09:46:10,2024-06-19 20:46:10,Resolved,Low,39600.0,4,4,61
23224,2024-02-14 09:20:15,2024-02-15 09:20:15,Closed,High,86400.0,2,3,19
23225,2024-09-18 21:04:43,2024-09-20 09:04:43,Closed,Medium,129600.0,3,3,75
23226,2024-07-02 05:00:22,2024-07-03 00:00:22,Resolved,Medium,68400.0,3,5,16
23227,2024-06-07 22:29:00,,Open,Low,,4,1,95
23228,2024-07-21 19:05:25,,Open,Low,,1,1,82
23229,2024-07-08 09:21:28,,Open,High,,1,4,48
23230,2024-07-12 17:50:05,2024-07-12 18:50:05,Closed,High,3600.0,2,4,25
23231,2024-09-08 15:17:01,2024-09-08 19:17:01,Closed,High,14400.0,2,5,84
23232,2024-02-03 12:19:02,2024-02-03 20:19:02,Closed,High,28800.0,2,2,1
23233,2024-08-24 11:53:49,2024-08-27 05:53:49,Closed,Medium,237600.0,3,2,28
23234,2024-02-23 00:04:01,,In Progress,Medium,,2,3,72
23235,2024-04-02 20:48:50,2024-04-03 15:48:50,Resolved,Medium,68400.0,4,5,65
23236,2024-01-08 15:22:36,,In Progress,Medium,,2,1,21
23237,2024-06-04 07:00:45,2024-06-04 10:00:45,Resolved,Critical,10800.0,3,2,66
23238,2024-06-07 15:19:37,,In Progress,Low,,2,5,45
23239,2024-03-21 05:51:09,2024-03-21 09:51:09,Resolved,Critical,14400.0,1,4,23
23240,2024-09-28 22:49:54,,In Progress,Medium,,3,2,67
23241,2024-02-20 18:04:59,2024-02-20 22:04:59,Closed,Critical,14400.0,4,4,42
23242,2024-05-30 13:42:16,2024-06-03 22:42:16,Resolved,Low,378000.0,4,4,9
23243,2024-01-13 10:43:15,,Open,Medium,,1,1,92
23244,2024-03-17 21:46:14,,In Progress,Critical,,3,4,23
23245,2024-09-29 08:44:10,,Open,High,,3,4,22
23246,2024-01-18 07:01:29,2024-01-18 11:01:29,Resolved,Critical,14400.0,1,1,66
23247,2024-08-08 19:05:07,,In Progress,Critical,,2,4,56
23248,2024-06-06 20:52:34,,Open,High,,1,1,23
23249,2024-09-08 15:56:26,,In Progress,Critical,,1,4,60
23250,2024-04-21 17:19:10,2024-04-25 21:19:10,Resolved,Low,360000.0,2,1,69
23251,2024-03-10 02:02:08,2024-03-10 04:02:08,Resolved,Critical,7200.0,3,2,79
23252,2024-05-18 19:06:35,,Open,Medium,,1,4,67
23253,2024-05-27 02:10:30,2024-05-29 23:10:30,Closed,Medium,248400.0,1,5,20
23254,2024-03-05 07:45:01,,In Progress,High,,4,2,22
23255,2024-04-23 13:47:29,2024-04-24 08:47:29,Closed,High,68400.0,2,3,31
23256,2024-05-15 08:05:25,,Open,Critical,,4,3,64
